year,month,Country,Gear Type,total_hours
2014,9,Solomon Islands,Drifting longlines,4894.2
2014,9,Solomon Islands,Others,3.4
2014,9,Solomon Islands,Set longlines,113.3
2014,9,Tokelau,Tuna purse seines,27.1
2014,9,Tuvalu,Drifting longlines,1578.1
2014,9,Tuvalu,Others,175.9
2014,9,Tuvalu,Set longlines,233.7
2014,9,Tuvalu,Tuna purse seines,301.9
2014,10,Fiji,Drifting longlines,1123.8
2014,10,Fiji,Set longlines,369.3
2014,10,Kiribati,Drifting longlines,11732.3
2014,10,Kiribati,Others,1144.8
2014,10,Kiribati,Set longlines,1980.7
2014,10,Kiribati,Tuna purse seines,7388.9
2014,10,Marshall Islands,Drifting longlines,498.2
2014,10,Marshall Islands,Others,70.7
2014,10,Marshall Islands,Tuna purse seines,180.6
2014,10,Micronesia,Drifting longlines,1749.6
2014,10,Micronesia,Others,43.9
2014,10,Micronesia,Tuna purse seines,1046.5
2014,10,Nauru,Drifting longlines,92.6
2014,10,Nauru,Others,41.2
2014,10,Nauru,Tuna purse seines,459.9
2014,10,Papua New Guinea,Others,149.6
2014,10,Papua New Guinea,Tuna purse seines,1352
2014,10,Solomon Islands,Drifting longlines,3928.1
2014,10,Solomon Islands,Set longlines,490.9
2014,10,Solomon Islands,Tuna purse seines,166
2014,10,Tokelau,Tuna purse seines,170.3
2014,10,Tuvalu,Drifting longlines,623.8
2014,10,Tuvalu,Others,37.6
2014,10,Tuvalu,Tuna purse seines,578
2014,11,Fiji,Drifting longlines,1547.5
2014,11,Fiji,Set longlines,509.6
2014,11,Kiribati,Drifting longlines,12378.1
2014,11,Kiribati,Others,1532
2014,11,Kiribati,Set longlines,2656.2
2014,11,Kiribati,Tuna purse seines,6517.3
2014,11,Marshall Islands,Drifting longlines,1126.7
2014,11,Marshall Islands,Others,990.7
2014,11,Marshall Islands,Tuna purse seines,137.4
2014,11,Micronesia,Drifting longlines,2166.2
2014,11,Micronesia,Others,378
2014,11,Micronesia,Tuna purse seines,265.2
2014,11,Nauru,Drifting longlines,23.9
2014,11,Nauru,Others,284.4
2014,11,Nauru,Tuna purse seines,2280.6
2014,11,Papua New Guinea,Others,108.2
2014,11,Papua New Guinea,Tuna purse seines,2950.2
2014,11,Samoa,Tuna purse seines,4
2014,11,Solomon Islands,Drifting longlines,3060.1
2014,11,Solomon Islands,Set longlines,204.7
2014,11,Solomon Islands,Tuna purse seines,92.9
2014,11,Tokelau,Tuna purse seines,646.3
2014,11,Tuvalu,Drifting longlines,1.8
2014,11,Tuvalu,Others,110.4
2014,11,Tuvalu,Tuna purse seines,1500.3
2014,12,Fiji,Drifting longlines,1365.5
2014,12,Fiji,Set longlines,492.7
2014,12,Fiji,Tuna purse seines,0.9
2014,12,Kiribati,Drifting longlines,12404.4
2014,12,Kiribati,Others,736.8
2014,12,Kiribati,Set longlines,2507.4
2014,12,Kiribati,Tuna purse seines,5150.2
2014,12,Marshall Islands,Drifting longlines,2164.8
2014,12,Marshall Islands,Tuna purse seines,281.9
2014,12,Micronesia,Drifting longlines,3216.9
2014,12,Micronesia,Others,192.4
2014,12,Micronesia,Tuna purse seines,385.2
2014,12,Nauru,Tuna purse seines,3134.9
2014,12,Papua New Guinea,Others,457.7
2014,12,Papua New Guinea,Tuna purse seines,4458.5
2014,12,Solomon Islands,Drifting longlines,1391.3
2014,12,Solomon Islands,Others,148.2
2014,12,Solomon Islands,Tuna purse seines,1294.1
2014,12,Tokelau,Tuna purse seines,180.2
2014,12,Tuvalu,Others,51.6
2014,12,Tuvalu,Set longlines,30.9
2014,12,Tuvalu,Tuna purse seines,937.1
2015,1,Fiji,Drifting longlines,1546.1
2015,1,Fiji,Set longlines,418
2015,1,Kiribati,Drifting longlines,11685.1
2015,1,Kiribati,Others,495.3
2015,1,Kiribati,Set longlines,899.8
2015,1,Kiribati,Tuna purse seines,5385.8
2015,1,Marshall Islands,Drifting longlines,2713.5
2015,1,Marshall Islands,Others,216.2
2015,1,Marshall Islands,Tuna purse seines,726.1
2015,1,Micronesia,Drifting longlines,3201.2
2015,1,Micronesia,Others,1645.1
2015,1,Micronesia,Set longlines,68.1
2015,1,Micronesia,Tuna purse seines,1138.2
2015,1,Nauru,Others,354.6
2015,1,Nauru,Tuna purse seines,2799.1
2015,1,Papua New Guinea,Others,210.6
2015,1,Papua New Guinea,Tuna purse seines,3041.1
2015,1,Solomon Islands,Drifting longlines,1309.1
2015,1,Solomon Islands,Others,126.6
2015,1,Solomon Islands,Tuna purse seines,2658.3
2015,1,Tokelau,Tuna purse seines,353.9
2015,1,Tuvalu,Drifting longlines,113.8
2015,1,Tuvalu,Others,31
2015,1,Tuvalu,Set longlines,117.9
2015,1,Tuvalu,Tuna purse seines,663
2015,2,Fiji,Drifting longlines,1441.8
2015,2,Fiji,Set longlines,317
2015,2,Kiribati,Drifting longlines,6846.6
2015,2,Kiribati,Others,321.5
2015,2,Kiribati,Set longlines,645.2
2015,2,Kiribati,Tuna purse seines,7704.7
2015,2,Marshall Islands,Drifting longlines,1815.4
2015,2,Marshall Islands,Others,46.5
2015,2,Marshall Islands,Tuna purse seines,405
2015,2,Micronesia,Drifting longlines,2946.9
2015,2,Micronesia,Others,1379.1
2015,2,Micronesia,Set longlines,364.7
2015,2,Micronesia,Tuna purse seines,1286.3
2015,2,Nauru,Others,45.5
2015,2,Nauru,Tuna purse seines,1669.7
2015,2,Papua New Guinea,Drifting longlines,11.4
2015,2,Papua New Guinea,Others,120.7
2015,2,Papua New Guinea,Tuna purse seines,4046.5
2015,2,Solomon Islands,Drifting longlines,1080
2015,2,Solomon Islands,Others,77.5
2015,2,Solomon Islands,Set longlines,70
2015,2,Solomon Islands,Tuna purse seines,1098.1
2015,2,Tokelau,Tuna purse seines,116.6
2015,2,Tonga,Drifting longlines,206.8
2015,2,Tuvalu,Drifting longlines,541.8
2015,2,Tuvalu,Others,95.7
2015,2,Tuvalu,Set longlines,434.9
2015,2,Tuvalu,Tuna purse seines,497.9
2015,3,Fiji,Drifting longlines,1192.3
2015,3,Fiji,Set longlines,448.8
2015,3,Fiji,Tuna purse seines,9
2015,3,Kiribati,Drifting longlines,11958
2015,3,Kiribati,Others,500.4
2015,3,Kiribati,Set longlines,1177.1
2015,3,Kiribati,Tuna purse seines,8044.3
2015,3,Marshall Islands,Drifting longlines,908
2015,3,Marshall Islands,Others,103.1
2015,3,Marshall Islands,Set longlines,13.1
2015,3,Marshall Islands,Tuna purse seines,188
2015,3,Micronesia,Drifting longlines,2758.5
2015,3,Micronesia,Others,951.5
2015,3,Micronesia,Set longlines,713
2015,3,Micronesia,Tuna purse seines,1968
2015,3,Nauru,Tuna purse seines,409.1
2015,3,Palau,Tuna purse seines,4.4
2015,3,Papua New Guinea,Drifting longlines,329.5
2015,3,Papua New Guinea,Others,69.1
2015,3,Papua New Guinea,Tuna purse seines,3286
2015,3,Solomon Islands,Drifting longlines,1749
2015,3,Solomon Islands,Set longlines,837.9
2015,3,Solomon Islands,Tuna purse seines,30.5
2015,3,Tokelau,Drifting longlines,1.1
2015,3,Tokelau,Tuna purse seines,102.2
2015,3,Tonga,Drifting longlines,472.5
2015,3,Tuvalu,Drifting longlines,938.9
2015,3,Tuvalu,Others,51.5
2015,3,Tuvalu,Set longlines,444.5
2015,3,Tuvalu,Tuna purse seines,195.3
2015,4,Fiji,Drifting longlines,963.1
2015,4,Fiji,Others,120.7
2015,4,Fiji,Set longlines,375.6
2015,4,Kiribati,Drifting longlines,14507.4
2015,4,Kiribati,Others,471.5
2015,4,Kiribati,Set longlines,2120.5
2015,4,Kiribati,Tuna purse seines,7880.8
2015,4,Marshall Islands,Drifting longlines,260.2
2015,4,Marshall Islands,Others,403.7
2015,4,Marshall Islands,Set longlines,209.3
2015,4,Marshall Islands,Tuna purse seines,43.7
2015,4,Micronesia,Drifting longlines,1909.5
2015,4,Micronesia,Others,344.7
2015,4,Micronesia,Set longlines,572.8
2015,4,Micronesia,Tuna purse seines,2691
2015,4,Nauru,Tuna purse seines,377.2
2015,4,Palau,Tuna purse seines,48.7
2015,4,Papua New Guinea,Drifting longlines,19.9
2015,4,Papua New Guinea,Others,1047.9
2015,4,Papua New Guinea,Tuna purse seines,3830.9
2015,4,Solomon Islands,Drifting longlines,1238.3
2015,4,Solomon Islands,Set longlines,337.2
2015,4,Solomon Islands,Tuna purse seines,13.2
2015,4,Tokelau,Tuna purse seines,233.3
2015,4,Tonga,Drifting longlines,493.9
2015,4,Tuvalu,Drifting longlines,504.1
2015,4,Tuvalu,Set longlines,287.3
2015,4,Tuvalu,Tuna purse seines,591.8
2015,5,Fiji,Drifting longlines,1877
2015,5,Fiji,Others,465.5
2015,5,Fiji,Set longlines,420
2015,5,Kiribati,Drifting longlines,9491.7
2015,5,Kiribati,Others,506.3
2015,5,Kiribati,Set longlines,2910.6
2015,5,Kiribati,Tuna purse seines,9483.7
2015,5,Marshall Islands,Drifting longlines,39.5
2015,5,Marshall Islands,Others,507.9
2015,5,Marshall Islands,Set longlines,4.3
2015,5,Marshall Islands,Tuna purse seines,73.3
2015,5,Micronesia,Drifting longlines,1838.5
2015,5,Micronesia,Others,46.5
2015,5,Micronesia,Tuna purse seines,829.9
2015,5,Nauru,Tuna purse seines,1402.1
2015,5,Papua New Guinea,Drifting longlines,623.3
2015,5,Papua New Guinea,Others,595.9
2015,5,Papua New Guinea,Tuna purse seines,1974
2015,5,Solomon Islands,Drifting longlines,4664.2
2015,5,Solomon Islands,Set longlines,295.4
2015,5,Solomon Islands,Tuna purse seines,256.7
2015,5,Tokelau,Drifting longlines,30.9
2015,5,Tokelau,Tuna purse seines,118.9
2015,5,Tonga,Drifting longlines,810.9
2015,5,Tuvalu,Drifting longlines,1707.8
2015,5,Tuvalu,Others,13.9
2015,5,Tuvalu,Set longlines,622.8
2015,5,Tuvalu,Tuna purse seines,1771
2015,5,Vanuatu,Drifting longlines,150.6
2015,6,Fiji,Drifting longlines,2457.6
2015,6,Fiji,Others,170.7
2015,6,Fiji,Set longlines,137.1
2015,6,Kiribati,Drifting longlines,11540.1
2015,6,Kiribati,Others,1126.9
2015,6,Kiribati,Set longlines,1924.8
2015,6,Kiribati,Tuna purse seines,4995.4
2015,6,Marshall Islands,Drifting longlines,4983
2015,6,Marshall Islands,Others,558.7
2015,6,Marshall Islands,Set longlines,238.3
2015,6,Marshall Islands,Tuna purse seines,824.1
2015,6,Micronesia,Drifting longlines,2846.4
2015,6,Micronesia,Others,56.6
2015,6,Micronesia,Tuna purse seines,3827.3
2015,6,Nauru,Others,50.5
2015,6,Nauru,Tuna purse seines,1131.5
2015,6,Papua New Guinea,Drifting longlines,1411.5
2015,6,Papua New Guinea,Others,459.9
2015,6,Papua New Guinea,Tuna purse seines,279
2015,6,Samoa,Tuna purse seines,2.4
2015,6,Solomon Islands,Drifting longlines,9572.7
2015,6,Solomon Islands,Others,79.4
2015,6,Solomon Islands,Set longlines,550.6
2015,6,Solomon Islands,Tuna purse seines,1.7
2015,6,Tokelau,Drifting longlines,1569.9
2015,6,Tokelau,Tuna purse seines,366.5
2015,6,Tonga,Drifting longlines,549
2015,6,Tuvalu,Drifting longlines,677.3
2015,6,Tuvalu,Others,69.8
2015,6,Tuvalu,Set longlines,587.9
2015,6,Tuvalu,Tuna purse seines,1173.8
2015,6,Vanuatu,Drifting longlines,6315.8
2015,7,Fiji,Drifting longlines,4025.9
2015,7,Fiji,Others,289.1
2015,7,Fiji,Set longlines,810.5
2015,7,Kiribati,Drifting longlines,17112.1
2015,7,Kiribati,Others,1056.2
2015,7,Kiribati,Set longlines,1450.3
2015,7,Kiribati,Tuna purse seines,2252.8
2015,7,Marshall Islands,Drifting longlines,4854.3
2015,7,Marshall Islands,Others,10.3
2015,7,Marshall Islands,Set longlines,281.2
2015,7,Marshall Islands,Tuna purse seines,939.3
2015,7,Micronesia,Drifting longlines,1415.3
2015,7,Micronesia,Others,290.6
2015,7,Micronesia,Set longlines,67.3
2015,7,Micronesia,Tuna purse seines,7111.7
2015,7,Nauru,Drifting longlines,133.3
2015,7,Nauru,Tuna purse seines,164.7
2015,7,Papua New Guinea,Drifting longlines,1192.9
2015,7,Papua New Guinea,Others,648.7
2015,7,Papua New Guinea,Tuna purse seines,222.6
2015,7,Samoa,Drifting longlines,84.7
2015,7,Samoa,Set longlines,1.1
2015,7,Solomon Islands,Drifting longlines,7385.4
2015,7,Solomon Islands,Others,635
2015,7,Solomon Islands,Set longlines,701.3
2015,7,Solomon Islands,Tuna purse seines,22.8
2015,7,Tokelau,Drifting longlines,3734.1
2015,7,Tokelau,Set longlines,419.1
2015,7,Tokelau,Tuna purse seines,282.6
2015,7,Tonga,Drifting longlines,436.3
2015,7,Tuvalu,Drifting longlines,176.2
2015,7,Tuvalu,Set longlines,110.1
2015,7,Tuvalu,Tuna purse seines,55.2
2015,7,Vanuatu,Drifting longlines,1583.9
2015,7,Vanuatu,Set longlines,95.8
2015,8,Fiji,Drifting longlines,2639.6
2015,8,Fiji,Others,427.3
2015,8,Fiji,Set longlines,174.5
2015,8,Kiribati,Drifting longlines,20726.6
2015,8,Kiribati,Others,1651.3
2015,8,Kiribati,Set longlines,3606.7
2015,8,Kiribati,Tuna purse seines,7796.6
2015,8,Marshall Islands,Drifting longlines,5820.6
2015,8,Marshall Islands,Set longlines,482.1
2015,8,Marshall Islands,Tuna purse seines,604.6
2015,8,Micronesia,Drifting longlines,3023.2
2015,8,Micronesia,Set longlines,147.9
2015,8,Micronesia,Tuna purse seines,1215.9
2015,8,Nauru,Drifting longlines,215
2015,8,Nauru,Tuna purse seines,207.8
2015,8,Papua New Guinea,Drifting longlines,239.8
2015,8,Papua New Guinea,Others,467.8
2015,8,Papua New Guinea,Tuna purse seines,89.5
2015,8,Samoa,Drifting longlines,605.5
2015,8,Solomon Islands,Drifting longlines,6532.2
2015,8,Solomon Islands,Others,22.3
2015,8,Solomon Islands,Set longlines,601.2
2015,8,Solomon Islands,Tuna purse seines,378.4
2015,8,Tokelau,Drifting longlines,3302.6
2015,8,Tokelau,Others,397.6
2015,8,Tokelau,Set longlines,553.4
2015,8,Tokelau,Tuna purse seines,398.5
2015,8,Tonga,Drifting longlines,615.1
2015,8,Tonga,Others,35.7
2015,8,Tonga,Tuna purse seines,1.1
2015,8,Tuvalu,Drifting longlines,436.8
2015,8,Tuvalu,Others,73.2
2015,8,Tuvalu,Set longlines,127.3
2015,8,Tuvalu,Tuna purse seines,197.6
2015,8,Vanuatu,Drifting longlines,3430.7
2015,8,Vanuatu,Set longlines,424.3
2015,9,Fiji,Drifting longlines,3525.6
2015,9,Fiji,Others,67.7
2015,9,Fiji,Set longlines,305.1
2015,9,Kiribati,Drifting longlines,21149.3
2015,9,Kiribati,Others,1730.8
2015,9,Kiribati,Set longlines,2888.9
2015,9,Kiribati,Tuna purse seines,4256.9
2015,9,Marshall Islands,Drifting longlines,6473
2015,9,Marshall Islands,Set longlines,447.4
2015,9,Marshall Islands,Tuna purse seines,173.4
2015,9,Micronesia,Drifting longlines,3032.1
2015,9,Micronesia,Set longlines,475
2015,9,Micronesia,Tuna purse seines,7.1
2015,9,Nauru,Drifting longlines,137.2
2015,9,Nauru,Tuna purse seines,451.6
2015,9,Papua New Guinea,Drifting longlines,365.9
2015,9,Papua New Guinea,Others,665.6
2015,9,Papua New Guinea,Tuna purse seines,166.2
2015,9,Samoa,Drifting longlines,697.5
2015,9,Samoa,Set longlines,2.8
2015,9,Solomon Islands,Drifting longlines,4100.6
2015,9,Solomon Islands,Others,463.5
2015,9,Solomon Islands,Set longlines,290.8
2015,9,Solomon Islands,Tuna purse seines,157.3
2015,9,Tokelau,Drifting longlines,3728.2
2015,9,Tokelau,Others,549
2015,9,Tokelau,Set longlines,188.6
2015,9,Tokelau,Tuna purse seines,630.3
2015,9,Tonga,Drifting longlines,377.2
2015,9,Tuvalu,Drifting longlines,221.4
2015,9,Tuvalu,Set longlines,28.3
2015,9,Tuvalu,Tuna purse seines,381.6
2015,9,Vanuatu,Drifting longlines,4446.2
2015,9,Vanuatu,Set longlines,718.6
2015,10,Fiji,Drifting longlines,5745.8
2015,10,Fiji,Others,28.4
2015,10,Fiji,Set longlines,593.4
2015,10,Kiribati,Drifting longlines,28106.8
2015,10,Kiribati,Others,1579.7
2015,10,Kiribati,Set longlines,3285.2
2015,10,Kiribati,Tuna purse seines,4449.4
2015,10,Marshall Islands,Drifting longlines,7693.5
2015,10,Marshall Islands,Set longlines,256.9
2015,10,Marshall Islands,Tuna purse seines,244.6
2015,10,Micronesia,Drifting longlines,3420.7
2015,10,Micronesia,Set longlines,256.8
2015,10,Micronesia,Tuna purse seines,308.2
2015,10,Nauru,Tuna purse seines,1421.1
2015,10,Palau,Drifting longlines,77.6
2015,10,Papua New Guinea,Drifting longlines,1243.3
2015,10,Papua New Guinea,Others,458.7
2015,10,Papua New Guinea,Tuna purse seines,965.2
2015,10,Samoa,Drifting longlines,402.2
2015,10,Solomon Islands,Drifting longlines,6213.6
2015,10,Solomon Islands,Others,489.7
2015,10,Solomon Islands,Set longlines,794.3
2015,10,Solomon Islands,Tuna purse seines,622.7
2015,10,Tokelau,Drifting longlines,4039.9
2015,10,Tokelau,Others,72.6
2015,10,Tokelau,Set longlines,409.4
2015,10,Tokelau,Tuna purse seines,93.3
2015,10,Tonga,Drifting longlines,330.8
2015,10,Tuvalu,Drifting longlines,355.1
2015,10,Tuvalu,Others,1.4
2015,10,Tuvalu,Tuna purse seines,1350.1
2015,10,Vanuatu,Drifting longlines,10455.9
2015,10,Vanuatu,Others,229
2015,10,Vanuatu,Set longlines,1098.9
2015,11,Fiji,Drifting longlines,5809.8
2015,11,Fiji,Others,53.6
2015,11,Fiji,Set longlines,435.2
2015,11,Fiji,Tuna purse seines,96.7
2015,11,Kiribati,Drifting longlines,28492.9
2015,11,Kiribati,Others,1373.4
2015,11,Kiribati,Set longlines,3754.3
2015,11,Kiribati,Tuna purse seines,6870
2015,11,Marshall Islands,Drifting longlines,6565.5
2015,11,Marshall Islands,Others,6.7
2015,11,Marshall Islands,Set longlines,217.6
2015,11,Marshall Islands,Tuna purse seines,19.1
2015,11,Micronesia,Drifting longlines,3963
2015,11,Micronesia,Others,268.4
2015,11,Micronesia,Set longlines,516.2
2015,11,Micronesia,Tuna purse seines,564.3
2015,11,Nauru,Tuna purse seines,154.6
2015,11,Papua New Guinea,Drifting longlines,1383.8
2015,11,Papua New Guinea,Others,694
2015,11,Papua New Guinea,Tuna purse seines,999
2015,11,Samoa,Drifting longlines,1686
2015,11,Samoa,Set longlines,21.5
2015,11,Samoa,Tuna purse seines,49.6
2015,11,Solomon Islands,Drifting longlines,4288.5
2015,11,Solomon Islands,Others,351.4
2015,11,Solomon Islands,Set longlines,634.8
2015,11,Solomon Islands,Tuna purse seines,2459.9
2015,11,Tokelau,Drifting longlines,4081.5
2015,11,Tokelau,Others,526.4
2015,11,Tokelau,Set longlines,461.4
2015,11,Tokelau,Tuna purse seines,874.4
2015,11,Tonga,Drifting longlines,380.3
2015,11,Tuvalu,Drifting longlines,124
2015,11,Tuvalu,Set longlines,252.5
2015,11,Tuvalu,Tuna purse seines,1979.6
2015,11,Vanuatu,Drifting longlines,12822.6
2015,11,Vanuatu,Others,364.6
2015,11,Vanuatu,Set longlines,1787.6
2015,12,Fiji,Drifting longlines,6275.2
2015,12,Fiji,Set longlines,651.5
2015,12,Fiji,Tuna purse seines,66.7
2015,12,Kiribati,Drifting longlines,26254.7
2015,12,Kiribati,Others,1515.5
2015,12,Kiribati,Set longlines,3246.7
2015,12,Kiribati,Tuna purse seines,6452.7
2015,12,Marshall Islands,Drifting longlines,7306.3
2015,12,Marshall Islands,Set longlines,250.5
2015,12,Marshall Islands,Tuna purse seines,1224.4
2015,12,Micronesia,Drifting longlines,6286.6
2015,12,Micronesia,Others,330.5
2015,12,Micronesia,Set longlines,333.5
2015,12,Micronesia,Tuna purse seines,2787.8
2015,12,Nauru,Others,35.8
2015,12,Nauru,Tuna purse seines,1682.7
2015,12,Papua New Guinea,Drifting longlines,1650.1
2015,12,Papua New Guinea,Others,341.5
2015,12,Papua New Guinea,Tuna purse seines,1.5
2015,12,Samoa,Drifting longlines,3102.7
2015,12,Samoa,Tuna purse seines,35.5
2015,12,Solomon Islands,Drifting longlines,5846.1
2015,12,Solomon Islands,Others,714.1
2015,12,Solomon Islands,Set longlines,503.8
2015,12,Solomon Islands,Tuna purse seines,2258.9
2015,12,Tokelau,Drifting longlines,4034.3
2015,12,Tokelau,Others,520
2015,12,Tokelau,Set longlines,363.4
2015,12,Tokelau,Tuna purse seines,97.4
2015,12,Tonga,Drifting longlines,535.5
2015,12,Tuvalu,Drifting longlines,24.6
2015,12,Tuvalu,Others,28.8
2015,12,Tuvalu,Set longlines,191.7
2015,12,Tuvalu,Tuna purse seines,684.7
2015,12,Vanuatu,Drifting longlines,12519.3
2015,12,Vanuatu,Others,345.8
2015,12,Vanuatu,Set longlines,1839.5
2015,12,Vanuatu,Tuna purse seines,12.4
2016,1,Fiji,Drifting longlines,5687.9
2016,1,Fiji,Set longlines,514.4
2016,1,Kiribati,Drifting longlines,18213.2
2016,1,Kiribati,Others,780.8
2016,1,Kiribati,Set longlines,2061.6
2016,1,Kiribati,Tuna purse seines,2947.8
2016,1,Marshall Islands,Drifting longlines,7464
2016,1,Marshall Islands,Others,45.6
2016,1,Marshall Islands,Set longlines,318
2016,1,Marshall Islands,Tuna purse seines,100.6
2016,1,Micronesia,Drifting longlines,6978.8
2016,1,Micronesia,Others,907.5
2016,1,Micronesia,Set longlines,711.9
2016,1,Micronesia,Tuna purse seines,544.9
2016,1,Nauru,Others,4.4
2016,1,Nauru,Tuna purse seines,3342.7
2016,1,Papua New Guinea,Drifting longlines,4597.6
2016,1,Papua New Guinea,Others,560.9
2016,1,Papua New Guinea,Set longlines,288.9
2016,1,Papua New Guinea,Tuna purse seines,2164.7
2016,1,Samoa,Drifting longlines,2187.4
2016,1,Solomon Islands,Drifting longlines,2847.8
2016,1,Solomon Islands,Others,539.9
2016,1,Solomon Islands,Set longlines,601.6
2016,1,Solomon Islands,Tuna purse seines,4206.2
2016,1,Tokelau,Drifting longlines,2343.8
2016,1,Tokelau,Others,189.4
2016,1,Tonga,Drifting longlines,448
2016,1,Tuvalu,Drifting longlines,47.5
2016,1,Tuvalu,Others,41
2016,1,Tuvalu,Set longlines,49.1
2016,1,Tuvalu,Tuna purse seines,503.5
2016,1,Vanuatu,Drifting longlines,8530.2
2016,1,Vanuatu,Others,59.8
2016,1,Vanuatu,Set longlines,1075.3
2016,2,Fiji,Drifting longlines,3879.8
2016,2,Fiji,Others,13.9
2016,2,Fiji,Set longlines,568
2016,2,Fiji,Tuna purse seines,2.7
